cell_id,true_risky_success_prob,safe_length,risky_samples,observed_successes,observed_failures,observed_success_rate,classification,tags,method,exact_optimal_action,estimated_action,policy_regret,q_risky_true,q_safe_true,q_risky_estimate,risky_value_overestimation,risky_value_underestimation,calibration_error,matches_exact_action,empirical_identifiable,prior_dependent
cell_0383,0.9,2,8,5,3,0.625,ambiguous,ambiguous,trl_log,safe,safe,0.0,0.81,0.81,0.5625,0.0,0.24750000000000005,0.24750000000000005,True,False,False
cell_0383,0.9,2,8,5,3,0.625,ambiguous,ambiguous,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.5625,0.0,0.24750000000000005,0.24750000000000005,True,False,False
cell_0383,0.9,2,8,5,3,0.625,ambiguous,ambiguous,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.5625,0.0,0.24750000000000005,0.24750000000000005,True,False,False
cell_0383,0.9,2,8,5,3,0.625,ambiguous,ambiguous,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.54,0.0,0.27,0.27,True,False,False
cell_0383,0.9,2,8,5,3,0.625,ambiguous,ambiguous,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.36045000000000005,0.0,0.44955,0.44955,True,False,False
cell_0383,0.9,2,8,5,3,0.625,ambiguous,ambiguous,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.71055,0.0,0.09945000000000004,0.09945000000000004,True,False,False
cell_0383,0.9,2,8,5,3,0.625,ambiguous,ambiguous,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.22107889588834206,0.0,0.588921104111658,0.588921104111658,True,False,False
cell_0383,0.9,2,8,5,3,0.625,ambiguous,ambiguous,hoeffding_ucb_delta_0_2,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,False,False
cell_0384,0.9,2,8,6,2,0.75,ambiguous,ambiguous,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,False,False
cell_0384,0.9,2,8,6,2,0.75,ambiguous,ambiguous,trl_log,safe,safe,0.0,0.81,0.81,0.675,0.0,0.135,0.135,True,False,False
cell_0384,0.9,2,8,6,2,0.75,ambiguous,ambiguous,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.675,0.0,0.135,0.135,True,False,False
cell_0384,0.9,2,8,6,2,0.75,ambiguous,ambiguous,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.675,0.0,0.135,0.135,True,False,False
cell_0384,0.9,2,8,6,2,0.75,ambiguous,ambiguous,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.63,0.0,0.18000000000000005,0.18000000000000005,True,False,False
cell_0384,0.9,2,8,6,2,0.75,ambiguous,ambiguous,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.459,0.0,0.35100000000000003,0.35100000000000003,True,False,False
cell_0384,0.9,2,8,6,2,0.75,ambiguous,ambiguous,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.7834500000000001,0.0,0.026549999999999963,0.026549999999999963,True,False,False
cell_0384,0.9,2,8,6,2,0.75,ambiguous,ambiguous,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.33357889588834205,0.0,0.476421104111658,0.476421104111658,True,False,False
cell_0384,0.9,2,8,6,2,0.75,ambiguous,ambiguous,hoeffding_ucb_delta_0_2,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,False,False
cell_0385,0.9,2,8,7,1,0.875,prior_dependent,matched;ambiguous;prior_dependent,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,False,True
cell_0385,0.9,2,8,7,1,0.875,prior_dependent,matched;ambiguous;prior_dependent,trl_log,safe,safe,0.0,0.81,0.81,0.7875,0.0,0.022500000000000075,0.022500000000000075,True,False,True
cell_0385,0.9,2,8,7,1,0.875,prior_dependent,matched;ambiguous;prior_dependent,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.7875,0.0,0.022500000000000075,0.022500000000000075,True,False,True
cell_0385,0.9,2,8,7,1,0.875,prior_dependent,matched;ambiguous;prior_dependent,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.7875,0.0,0.022500000000000075,0.022500000000000075,True,False,True
cell_0385,0.9,2,8,7,1,0.875,prior_dependent,matched;ambiguous;prior_dependent,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.7200000000000001,0.0,0.08999999999999997,0.08999999999999997,True,False,True
cell_0385,0.9,2,8,7,1,0.875,prior_dependent,matched;ambiguous;prior_dependent,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.568575,0.0,0.241425,0.241425,True,False,True
cell_0385,0.9,2,8,7,1,0.875,prior_dependent,matched;ambiguous;prior_dependent,posterior_upper_q90_beta_1_1,safe,risky,0.0,0.81,0.81,0.845325,0.03532499999999994,0.0,0.03532499999999994,False,False,True
cell_0385,0.9,2,8,7,1,0.875,prior_dependent,matched;ambiguous;prior_dependent,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.44607889588834204,0.0,0.363921104111658,0.363921104111658,True,False,True
cell_0385,0.9,2,8,7,1,0.875,prior_dependent,matched;ambiguous;prior_dependent,hoeffding_ucb_delta_0_2,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,False,True
cell_0386,0.9,2,8,8,0,1.0,lucky_only,lucky_only;matched;ambiguous;prior_dependent,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,False,True
cell_0386,0.9,2,8,8,0,1.0,lucky_only,lucky_only;matched;ambiguous;prior_dependent,trl_log,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,False,True
cell_0386,0.9,2,8,8,0,1.0,lucky_only,lucky_only;matched;ambiguous;prior_dependent,empirical_transition_dp,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,False,True
cell_0386,0.9,2,8,8,0,1.0,lucky_only,lucky_only;matched;ambiguous;prior_dependent,empirical_risky_value,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,False,True
cell_0386,0.9,2,8,8,0,1.0,lucky_only,lucky_only;matched;ambiguous;prior_dependent,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.81,0.0,0.0,0.0,True,False,True
cell_0386,0.9,2,8,8,0,1.0,lucky_only,lucky_only;matched;ambiguous;prior_dependent,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.696825,0.0,0.11317500000000003,0.11317500000000003,True,False,True
cell_0386,0.9,2,8,8,0,1.0,lucky_only,lucky_only;matched;ambiguous;prior_dependent,posterior_upper_q90_beta_1_1,safe,risky,0.0,0.81,0.81,0.889425,0.07942499999999997,0.0,0.07942499999999997,False,False,True
cell_0386,0.9,2,8,8,0,1.0,lucky_only,lucky_only;matched;ambiguous;prior_dependent,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.558578895888342,0.0,0.2514211041116581,0.2514211041116581,True,False,True
cell_0386,0.9,2,8,8,0,1.0,lucky_only,lucky_only;matched;ambiguous;prior_dependent,hoeffding_ucb_delta_0_2,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,False,True
cell_0387,0.9,2,16,0,16,0.0,no_success,no_success;identifiable,raw_trl,safe,safe,0.0,0.81,0.81,0.0,0.0,0.81,0.81,True,True,False
cell_0387,0.9,2,16,0,16,0.0,no_success,no_success;identifiable,trl_log,safe,safe,0.0,0.81,0.81,0.0,0.0,0.81,0.81,True,True,False
cell_0387,0.9,2,16,0,16,0.0,no_success,no_success;identifiable,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.0,0.0,0.81,0.81,True,True,False
cell_0387,0.9,2,16,0,16,0.0,no_success,no_success;identifiable,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.0,0.0,0.81,0.81,True,True,False
cell_0387,0.9,2,16,0,16,0.0,no_success,no_success;identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.049999999999999996,0.0,0.76,0.76,True,True,False
cell_0387,0.9,2,16,0,16,0.0,no_success,no_success;identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.005625000000000001,0.0,0.8043750000000001,0.8043750000000001,True,True,False
cell_0387,0.9,2,16,0,16,0.0,no_success,no_success;identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.11407500000000001,0.0,0.695925,0.695925,True,True,False
cell_0387,0.9,2,16,0,16,0.0,no_success,no_success;identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.0,0.0,0.81,0.81,True,True,False
cell_0387,0.9,2,16,0,16,0.0,no_success,no_success;identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.81,0.81,0.24142117795755155,0.0,0.5685788220424485,0.5685788220424485,True,True,False
cell_0388,0.9,2,16,1,15,0.0625,identifiable,identifiable,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,True,False
cell_0388,0.9,2,16,1,15,0.0625,identifiable,identifiable,trl_log,safe,safe,0.0,0.81,0.81,0.05625,0.0,0.75375,0.75375,True,True,False
cell_0388,0.9,2,16,1,15,0.0625,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.05625,0.0,0.75375,0.75375,True,True,False
cell_0388,0.9,2,16,1,15,0.0625,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.05625,0.0,0.75375,0.75375,True,True,False
cell_0388,0.9,2,16,1,15,0.0625,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.09999999999999999,0.0,0.7100000000000001,0.7100000000000001,True,True,False
cell_0388,0.9,2,16,1,15,0.0625,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.028575,0.0,0.781425,0.781425,True,True,False
cell_0388,0.9,2,16,1,15,0.0625,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.189225,0.0,0.6207750000000001,0.6207750000000001,True,True,False
cell_0388,0.9,2,16,1,15,0.0625,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.0,0.0,0.81,0.81,True,True,False
cell_0388,0.9,2,16,1,15,0.0625,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.81,0.81,0.29767117795755155,0.0,0.5123288220424485,0.5123288220424485,True,True,False
cell_0389,0.9,2,16,2,14,0.125,identifiable,identifiable,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,True,False
cell_0389,0.9,2,16,2,14,0.125,identifiable,identifiable,trl_log,safe,safe,0.0,0.81,0.81,0.1125,0.0,0.6975,0.6975,True,True,False
cell_0389,0.9,2,16,2,14,0.125,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.1125,0.0,0.6975,0.6975,True,True,False
cell_0389,0.9,2,16,2,14,0.125,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.1125,0.0,0.6975,0.6975,True,True,False
cell_0389,0.9,2,16,2,14,0.125,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.15,0.0,0.66,0.66,True,True,False
cell_0389,0.9,2,16,2,14,0.125,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.060075,0.0,0.7499250000000001,0.7499250000000001,True,True,False
cell_0389,0.9,2,16,2,14,0.125,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.255375,0.0,0.554625,0.554625,True,True,False
cell_0389,0.9,2,16,2,14,0.125,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.0,0.0,0.81,0.81,True,True,False
cell_0389,0.9,2,16,2,14,0.125,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.81,0.81,0.35392117795755157,0.0,0.4560788220424485,0.4560788220424485,True,True,False
cell_0390,0.9,2,16,3,13,0.1875,identifiable,identifiable,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,True,False
cell_0390,0.9,2,16,3,13,0.1875,identifiable,identifiable,trl_log,safe,safe,0.0,0.81,0.81,0.16875,0.0,0.6412500000000001,0.6412500000000001,True,True,False
cell_0390,0.9,2,16,3,13,0.1875,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.16875,0.0,0.6412500000000001,0.6412500000000001,True,True,False
cell_0390,0.9,2,16,3,13,0.1875,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.16875,0.0,0.6412500000000001,0.6412500000000001,True,True,False
cell_0390,0.9,2,16,3,13,0.1875,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.19999999999999998,0.0,0.6100000000000001,0.6100000000000001,True,True,False
cell_0390,0.9,2,16,3,13,0.1875,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.096075,0.0,0.713925,0.713925,True,True,False
cell_0390,0.9,2,16,3,13,0.1875,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.316575,0.0,0.49342500000000006,0.49342500000000006,True,True,False
cell_0390,0.9,2,16,3,13,0.1875,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.0,0.0,0.81,0.81,True,True,False
cell_0390,0.9,2,16,3,13,0.1875,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.81,0.81,0.4101711779575516,0.0,0.39982882204244846,0.39982882204244846,True,True,False
cell_0391,0.9,2,16,4,12,0.25,identifiable,identifiable,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,True,False
cell_0391,0.9,2,16,4,12,0.25,identifiable,identifiable,trl_log,safe,safe,0.0,0.81,0.81,0.225,0.0,0.5850000000000001,0.5850000000000001,True,True,False
cell_0391,0.9,2,16,4,12,0.25,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.225,0.0,0.5850000000000001,0.5850000000000001,True,True,False
cell_0391,0.9,2,16,4,12,0.25,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.225,0.0,0.5850000000000001,0.5850000000000001,True,True,False
cell_0391,0.9,2,16,4,12,0.25,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.25,0.0,0.56,0.56,True,True,False
cell_0391,0.9,2,16,4,12,0.25,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.13545,0.0,0.6745500000000001,0.6745500000000001,True,True,False
cell_0391,0.9,2,16,4,12,0.25,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.37485,0.0,0.43515000000000004,0.43515000000000004,True,True,False
cell_0391,0.9,2,16,4,12,0.25,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.0,0.0,0.81,0.81,True,True,False
cell_0391,0.9,2,16,4,12,0.25,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.81,0.81,0.46642117795755156,0.0,0.3435788220424485,0.3435788220424485,True,True,False
cell_0392,0.9,2,16,5,11,0.3125,identifiable,identifiable,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,True,False
cell_0392,0.9,2,16,5,11,0.3125,identifiable,identifiable,trl_log,safe,safe,0.0,0.81,0.81,0.28125,0.0,0.52875,0.52875,True,True,False
cell_0392,0.9,2,16,5,11,0.3125,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.28125,0.0,0.52875,0.52875,True,True,False
cell_0392,0.9,2,16,5,11,0.3125,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.28125,0.0,0.52875,0.52875,True,True,False
cell_0392,0.9,2,16,5,11,0.3125,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.3,0.0,0.51,0.51,True,True,False
cell_0392,0.9,2,16,5,11,0.3125,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.17752500000000002,0.0,0.632475,0.632475,True,True,False
cell_0392,0.9,2,16,5,11,0.3125,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.43019999999999997,0.0,0.3798000000000001,0.3798000000000001,True,True,False
cell_0392,0.9,2,16,5,11,0.3125,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.03982882204244844,0.0,0.7701711779575516,0.7701711779575516,True,True,False
cell_0392,0.9,2,16,5,11,0.3125,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.81,0.81,0.5226711779575516,0.0,0.2873288220424485,0.2873288220424485,True,True,False
cell_0393,0.9,2,16,6,10,0.375,identifiable,identifiable,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,True,False
cell_0393,0.9,2,16,6,10,0.375,identifiable,identifiable,trl_log,safe,safe,0.0,0.81,0.81,0.3375,0.0,0.47250000000000003,0.47250000000000003,True,True,False
cell_0393,0.9,2,16,6,10,0.375,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.3375,0.0,0.47250000000000003,0.47250000000000003,True,True,False
cell_0393,0.9,2,16,6,10,0.375,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.3375,0.0,0.47250000000000003,0.47250000000000003,True,True,False
cell_0393,0.9,2,16,6,10,0.375,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.35000000000000003,0.0,0.46,0.46,True,True,False
cell_0393,0.9,2,16,6,10,0.375,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.221625,0.0,0.5883750000000001,0.5883750000000001,True,True,False
cell_0393,0.9,2,16,6,10,0.375,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.48352500000000004,0.0,0.326475,0.326475,True,True,False
cell_0393,0.9,2,16,6,10,0.375,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.09607882204244844,0.0,0.7139211779575516,0.7139211779575516,True,True,False
cell_0393,0.9,2,16,6,10,0.375,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.81,0.81,0.5789211779575516,0.0,0.23107882204244845,0.23107882204244845,True,True,False
cell_0394,0.9,2,16,7,9,0.4375,identifiable,identifiable,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,True,False
cell_0394,0.9,2,16,7,9,0.4375,identifiable,identifiable,trl_log,safe,safe,0.0,0.81,0.81,0.39375,0.0,0.41625000000000006,0.41625000000000006,True,True,False
cell_0394,0.9,2,16,7,9,0.4375,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.39375,0.0,0.41625000000000006,0.41625000000000006,True,True,False
cell_0394,0.9,2,16,7,9,0.4375,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.39375,0.0,0.41625000000000006,0.41625000000000006,True,True,False
cell_0394,0.9,2,16,7,9,0.4375,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.39999999999999997,0.0,0.4100000000000001,0.4100000000000001,True,True,False
cell_0394,0.9,2,16,7,9,0.4375,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.267525,0.0,0.542475,0.542475,True,True,False
cell_0394,0.9,2,16,7,9,0.4375,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.53505,0.0,0.27495,0.27495,True,True,False
cell_0394,0.9,2,16,7,9,0.4375,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.15232882204244844,0.0,0.6576711779575516,0.6576711779575516,True,True,False
cell_0394,0.9,2,16,7,9,0.4375,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.81,0.81,0.6351711779575516,0.0,0.17482882204244843,0.17482882204244843,True,True,False
cell_0395,0.9,2,16,8,8,0.5,identifiable,identifiable,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,True,False
cell_0395,0.9,2,16,8,8,0.5,identifiable,identifiable,trl_log,safe,safe,0.0,0.81,0.81,0.45,0.0,0.36000000000000004,0.36000000000000004,True,True,False
cell_0395,0.9,2,16,8,8,0.5,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.45,0.0,0.36000000000000004,0.36000000000000004,True,True,False
cell_0395,0.9,2,16,8,8,0.5,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.45,0.0,0.36000000000000004,0.36000000000000004,True,True,False
cell_0395,0.9,2,16,8,8,0.5,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.45,0.0,0.36000000000000004,0.36000000000000004,True,True,False
cell_0395,0.9,2,16,8,8,0.5,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.31545,0.0,0.49455000000000005,0.49455000000000005,True,True,False
cell_0395,0.9,2,16,8,8,0.5,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.58455,0.0,0.22545000000000004,0.22545000000000004,True,True,False
cell_0395,0.9,2,16,8,8,0.5,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.20857882204244846,0.0,0.6014211779575516,0.6014211779575516,True,True,False
cell_0395,0.9,2,16,8,8,0.5,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.81,0.81,0.6914211779575515,0.0,0.11857882204244852,0.11857882204244852,True,True,False
cell_0396,0.9,2,16,9,7,0.5625,identifiable,identifiable,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,True,False
cell_0396,0.9,2,16,9,7,0.5625,identifiable,identifiable,trl_log,safe,safe,0.0,0.81,0.81,0.50625,0.0,0.3037500000000001,0.3037500000000001,True,True,False
cell_0396,0.9,2,16,9,7,0.5625,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.50625,0.0,0.3037500000000001,0.3037500000000001,True,True,False
cell_0396,0.9,2,16,9,7,0.5625,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.50625,0.0,0.3037500000000001,0.3037500000000001,True,True,False
cell_0396,0.9,2,16,9,7,0.5625,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.5,0.0,0.31000000000000005,0.31000000000000005,True,True,False
cell_0396,0.9,2,16,9,7,0.5625,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.36495000000000005,0.0,0.44505,0.44505,True,True,False
cell_0396,0.9,2,16,9,7,0.5625,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.632475,0.0,0.17752500000000004,0.17752500000000004,True,True,False
cell_0396,0.9,2,16,9,7,0.5625,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.26482882204244845,0.0,0.5451711779575517,0.5451711779575517,True,True,False
cell_0396,0.9,2,16,9,7,0.5625,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.81,0.81,0.7476711779575516,0.0,0.062328822042448495,0.062328822042448495,True,True,False
cell_0397,0.9,2,16,10,6,0.625,identifiable,identifiable,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,True,False
cell_0397,0.9,2,16,10,6,0.625,identifiable,identifiable,trl_log,safe,safe,0.0,0.81,0.81,0.5625,0.0,0.24750000000000005,0.24750000000000005,True,True,False
cell_0397,0.9,2,16,10,6,0.625,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.5625,0.0,0.24750000000000005,0.24750000000000005,True,True,False
cell_0397,0.9,2,16,10,6,0.625,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.5625,0.0,0.24750000000000005,0.24750000000000005,True,True,False
cell_0397,0.9,2,16,10,6,0.625,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.55,0.0,0.26,0.26,True,True,False
cell_0397,0.9,2,16,10,6,0.625,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.416475,0.0,0.39352500000000007,0.39352500000000007,True,True,False
cell_0397,0.9,2,16,10,6,0.625,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.6783750000000001,0.0,0.131625,0.131625,True,True,False
cell_0397,0.9,2,16,10,6,0.625,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.3210788220424485,0.0,0.4889211779575516,0.4889211779575516,True,True,False
cell_0397,0.9,2,16,10,6,0.625,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.81,0.81,0.8039211779575516,0.0,0.006078822042448473,0.006078822042448473,True,True,False
cell_0398,0.9,2,16,11,5,0.6875,ambiguous,ambiguous,raw_trl,safe,risky,0.0,0.81,0.81,0.9,0.08999999999999997,0.0,0.08999999999999997,False,False,False
cell_0398,0.9,2,16,11,5,0.6875,ambiguous,ambiguous,trl_log,safe,safe,0.0,0.81,0.81,0.61875,0.0,0.19125000000000003,0.19125000000000003,True,False,False
cell_0398,0.9,2,16,11,5,0.6875,ambiguous,ambiguous,empirical_transition_dp,safe,safe,0.0,0.81,0.81,0.61875,0.0,0.19125000000000003,0.19125000000000003,True,False,False
cell_0398,0.9,2,16,11,5,0.6875,ambiguous,ambiguous,empirical_risky_value,safe,safe,0.0,0.81,0.81,0.61875,0.0,0.19125000000000003,0.19125000000000003,True,False,False
cell_0398,0.9,2,16,11,5,0.6875,ambiguous,ambiguous,posterior_mean_beta_1_1,safe,safe,0.0,0.81,0.81,0.6,0.0,0.21000000000000008,0.21000000000000008,True,False,False
cell_0398,0.9,2,16,11,5,0.6875,ambiguous,ambiguous,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.81,0.81,0.46980000000000005,0.0,0.3402,0.3402,True,False,False
cell_0398,0.9,2,16,11,5,0.6875,ambiguous,ambiguous,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.81,0.81,0.722475,0.0,0.08752500000000007,0.08752500000000007,True,False,False
cell_0398,0.9,2,16,11,5,0.6875,ambiguous,ambiguous,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.81,0.81,0.37732882204244844,0.0,0.4326711779575516,0.4326711779575516,True,False,False
cell_0398,0.9,2,16,11,5,0.6875,ambiguous,ambiguous,hoeffding_ucb_delta_0_2,safe,risky,0.0,0.81,0.81,0.8601711779575516,0.05017117795755155,0.0,0.05017117795755155,False,False,False
